x-axis,TITLE2
-2.500000E-06,+603.278934956E-03
-2.497500E-06,+56.545257568E-03
-2.495000E-06,+603.278934956E-03
-2.492500E-06,+56.545257568E-03
-2.490000E-06,+603.278934956E-03
-2.487500E-06,+56.545257569E-03
-2.485000E-06,+56.545257569E-03
-2.482500E-06,+56.545257568E-03
-2.480000E-06,+56.545257568E-03
-2.477500E-06,+1.150012612342E+00
-2.475000E-06,+603.278934956E-03
-2.472500E-06,+56.545257569E-03
-2.470000E-06,+603.278934956E-03
-2.467500E-06,+603.278934956E-03
-2.465000E-06,+603.278934956E-03
-2.462500E-06,+56.545257568E-03
-2.460000E-06,+603.278934956E-03
-2.457500E-06,+603.278934956E-03
-2.455000E-06,+56.545257569E-03
-2.452500E-06,+603.278934956E-03
-2.450000E-06,+603.278934955E-03
-2.447500E-06,+603.278934956E-03
-2.445000E-06,+56.545257568E-03
-2.442500E-06,+603.278934955E-03
-2.440000E-06,+603.278934956E-03
-2.437500E-06,+603.278934956E-03
-2.435000E-06,+603.278934956E-03
-2.432500E-06,+56.545257568E-03
-2.430000E-06,+603.278934956E-03
-2.427500E-06,+603.278934956E-03
-2.425000E-06,+603.278934956E-03
-2.422500E-06,+603.278934956E-03
-2.420000E-06,+603.278934957E-03
-2.417500E-06,+56.545257569E-03
-2.415000E-06,+603.278934956E-03
-2.412500E-06,+1.150012612343E+00
-2.410000E-06,+603.278934956E-03
-2.407500E-06,+603.278934956E-03
-2.405000E-06,+56.545257569E-03
-2.402500E-06,+603.278934956E-03
-2.400000E-06,+603.278934955E-03
-2.397500E-06,+603.278934956E-03
-2.395000E-06,+603.278934956E-03
-2.392500E-06,+603.278934956E-03
-2.390000E-06,+1.150012612343E+00
-2.387500E-06,+603.278934956E-03
-2.385000E-06,+603.278934956E-03
-2.382500E-06,+603.278934956E-03
-2.380000E-06,+603.278934956E-03
-2.377500E-06,+56.545257570E-03
-2.375000E-06,+603.278934956E-03
-2.372500E-06,+603.278934956E-03
-2.370000E-06,+603.278934956E-03
-2.367500E-06,+603.278934956E-03
-2.365000E-06,+603.278934957E-03
-2.362500E-06,+603.278934956E-03
-2.360000E-06,+603.278934954E-03
-2.357500E-06,+1.150012612341E+00
-2.355000E-06,+603.278934956E-03
-2.352500E-06,+603.278934956E-03
-2.350000E-06,+603.278934956E-03
-2.347500E-06,+603.278934956E-03
-2.345000E-06,+56.545257570E-03
-2.342500E-06,+1.150012612343E+00
-2.340000E-06,+603.278934956E-03
-2.337500E-06,+603.278934956E-03
-2.335000E-06,+603.278934956E-03
-2.332500E-06,+603.278934956E-03
-2.330000E-06,+603.278934954E-03
-2.327500E-06,+603.278934956E-03
-2.325000E-06,+603.278934958E-03
-2.322500E-06,+603.278934956E-03
-2.320000E-06,+603.278934956E-03
-2.317500E-06,+1.150012612341E+00
-2.315000E-06,+603.278934956E-03
-2.312500E-06,+603.278934954E-03
-2.310000E-06,+1.150012612339E+00
-2.307500E-06,+56.545257568E-03
-2.305000E-06,+56.545257568E-03
-2.302500E-06,+603.278934956E-03
-2.300000E-06,+603.278934954E-03
-2.297500E-06,+56.545257571E-03
-2.295000E-06,+56.545257571E-03
-2.292500E-06,+56.545257568E-03
-2.290000E-06,+603.278934956E-03
-2.287500E-06,+603.278934956E-03
-2.285000E-06,+603.278934956E-03
-2.282500E-06,+603.278934956E-03
-2.280000E-06,+603.278934956E-03
-2.277500E-06,+56.545257568E-03
-2.275000E-06,+56.545257571E-03
-2.272500E-06,+603.278934956E-03
-2.270000E-06,+56.545257568E-03
-2.267500E-06,+56.545257568E-03
-2.265000E-06,+603.278934953E-03
-2.262500E-06,+603.278934956E-03
-2.260000E-06,+603.278934956E-03
-2.257500E-06,+603.278934956E-03
-2.255000E-06,+56.545257571E-03
-2.252500E-06,+603.278934953E-03
-2.250000E-06,+603.278934956E-03
-2.247500E-06,+603.278934956E-03
-2.245000E-06,+603.278934956E-03
-2.242500E-06,+56.545257568E-03
-2.240000E-06,+603.278934956E-03
-2.237500E-06,+603.278934956E-03
-2.235000E-06,+603.278934953E-03
-2.232500E-06,+603.278934956E-03
-2.230000E-06,+56.545257571E-03
-2.227500E-06,+56.545257568E-03
-2.225000E-06,+603.278934956E-03
-2.222500E-06,+603.278934956E-03
-2.220000E-06,+603.278934956E-03
-2.217500E-06,+603.278934956E-03
-2.215000E-06,+603.278934953E-03
-2.212500E-06,+56.545257571E-03
-2.210000E-06,+603.278934956E-03
-2.207500E-06,+1.150012612340E+00
-2.205000E-06,+603.278934959E-03
-2.202500E-06,+603.278934956E-03
-2.200000E-06,+1.150012612339E+00
-2.197500E-06,+603.278934956E-03
-2.195000E-06,+603.278934956E-03
-2.192500E-06,+603.278934956E-03
-2.190000E-06,+1.150012612339E+00
-2.187500E-06,+603.278934956E-03
-2.185000E-06,+603.278934956E-03
-2.182500E-06,+603.278934956E-03
-2.180000E-06,+603.278934956E-03
-2.177500E-06,+603.278934956E-03
-2.175000E-06,+603.278934956E-03
-2.172500E-06,+56.545257568E-03
-2.170000E-06,+603.278934952E-03
-2.167500E-06,+603.278934956E-03
-2.165000E-06,+56.545257572E-03
-2.162500E-06,+56.545257568E-03
-2.160000E-06,+1.150012612339E+00
-2.157500E-06,+1.150012612339E+00
-2.155000E-06,+56.545257572E-03
-2.152500E-06,+603.278934956E-03
-2.150000E-06,+603.278934956E-03
-2.147500E-06,+603.278934956E-03
-2.145000E-06,+603.278934956E-03
-2.142500E-06,+603.278934952E-03
-2.140000E-06,+603.278934956E-03
-2.137500E-06,+56.545257572E-03
-2.135000E-06,+603.278934956E-03
-2.132500E-06,+603.278934956E-03
-2.130000E-06,+603.278934960E-03
-2.127500E-06,+603.278934956E-03
-2.125000E-06,+603.278934956E-03
-2.122500E-06,+56.545257572E-03
-2.120000E-06,+603.278934952E-03
-2.117500E-06,+603.278934956E-03
-2.115000E-06,+603.278934952E-03
-2.112500E-06,+603.278934956E-03
-2.110000E-06,+603.278934956E-03
-2.107500E-06,+603.278934956E-03
-2.105000E-06,+603.278934956E-03
-2.102500E-06,+603.278934956E-03
-2.100000E-06,+603.278934956E-03
-2.097500E-06,+603.278934956E-03
-2.095000E-06,+603.278934956E-03
-2.092500E-06,+603.278934956E-03
-2.090000E-06,+603.278934956E-03
-2.087500E-06,+603.278934956E-03
-2.085000E-06,+603.278934956E-03
-2.082500E-06,+56.545257573E-03
-2.080000E-06,+1.150012612334E+00
-2.077500E-06,+1.150012612338E+00
-2.075000E-06,+603.278934960E-03
-2.072500E-06,+603.278934956E-03
-2.070000E-06,+603.278934956E-03
-2.067500E-06,+603.278934960E-03
-2.065000E-06,+56.545257568E-03
-2.062500E-06,+603.278934956E-03
-2.060000E-06,+603.278934956E-03
-2.057500E-06,+603.278934956E-03
-2.055000E-06,+1.150012612338E+00
-2.052500E-06,+603.278934951E-03
-2.050000E-06,+603.278934956E-03
-2.047500E-06,+56.545257573E-03
-2.045000E-06,+56.545257578E-03
-2.042500E-06,+56.545257573E-03
-2.040000E-06,+603.278934956E-03
-2.037500E-06,+603.278934956E-03
-2.035000E-06,+1.150012612343E+00
-2.032500E-06,+603.278934956E-03
-2.030000E-06,+603.278934956E-03
-2.027500E-06,+603.278934956E-03
-2.025000E-06,+603.278934956E-03
-2.022500E-06,+603.278934951E-03
-2.020000E-06,+603.278934956E-03
-2.017500E-06,+56.545257574E-03
-2.015000E-06,+603.278934956E-03
-2.012500E-06,+603.278934956E-03
-2.010000E-06,+603.278934950E-03
-2.007500E-06,+603.278934956E-03
-2.005000E-06,+603.278934950E-03
-2.002500E-06,+603.278934950E-03
-2.000000E-06,+603.278934956E-03
-1.997500E-06,+56.545257568E-03
-1.995000E-06,+56.545257574E-03
-1.992500E-06,+603.278934950E-03
-1.990000E-06,+56.545257574E-03
-1.987500E-06,+603.278934950E-03
-1.985000E-06,+603.278934950E-03
-1.982500E-06,+603.278934950E-03
-1.980000E-06,+603.278934950E-03
-1.977500E-06,+56.545257568E-03
-1.975000E-06,+56.545257568E-03
-1.972500E-06,+603.278934956E-03
-1.970000E-06,+603.278934950E-03
-1.967500E-06,+603.278934950E-03
-1.965000E-06,+603.278934950E-03
-1.962500E-06,+603.278934950E-03
-1.960000E-06,+603.278934950E-03
-1.957500E-06,+603.278934950E-03
-1.955000E-06,+56.545257574E-03
-1.952500E-06,+603.278934956E-03
-1.950000E-06,+603.278934956E-03
-1.947500E-06,+603.278934956E-03
-1.945000E-06,+56.545257574E-03
-1.942500E-06,+603.278934956E-03
-1.940000E-06,+603.278934956E-03
-1.937500E-06,+56.545257574E-03
-1.935000E-06,+603.278934950E-03
-1.932500E-06,+603.278934956E-03
-1.930000E-06,+1.150012612337E+00
-1.927500E-06,+603.278934950E-03
-1.925000E-06,+603.278934956E-03
-1.922500E-06,+603.278934949E-03
-1.920000E-06,+603.278934956E-03
-1.917500E-06,+1.696746289718E+00
-1.915000E-06,+603.278934949E-03
-1.912500E-06,+603.278934956E-03
-1.910000E-06,+603.278934949E-03
-1.907500E-06,+603.278934956E-03
-1.905000E-06,+603.278934956E-03
-1.902500E-06,+603.278934956E-03
-1.900000E-06,+603.278934962E-03
-1.897500E-06,+603.278934956E-03
-1.895000E-06,+56.545257575E-03
-1.892500E-06,+603.278934949E-03
-1.890000E-06,+603.278934956E-03
-1.887500E-06,+56.545257568E-03
-1.885000E-06,+56.545257575E-03
-1.882500E-06,+603.278934956E-03
-1.880000E-06,+603.278934949E-03
-1.877500E-06,+603.278934949E-03
-1.875000E-06,+603.278934956E-03
-1.872500E-06,+603.278934956E-03
-1.870000E-06,+603.278934956E-03
-1.867500E-06,+603.278934956E-03
-1.865000E-06,+603.278934949E-03
-1.862500E-06,+603.278934949E-03
-1.860000E-06,+603.278934949E-03
-1.857500E-06,+603.278934949E-03
-1.855000E-06,+603.278934949E-03
-1.852500E-06,+603.278934949E-03
-1.850000E-06,+603.278934956E-03
-1.847500E-06,+56.545257575E-03
-1.845000E-06,+56.545257575E-03
-1.842500E-06,+56.545257568E-03
-1.840000E-06,+603.278934956E-03
-1.837500E-06,+603.278934949E-03
-1.835000E-06,+603.278934949E-03
-1.832500E-06,+56.545257575E-03
-1.830000E-06,+603.278934963E-03
-1.827500E-06,+56.545257576E-03
-1.825000E-06,+603.278934956E-03
-1.822500E-06,+603.278934948E-03
-1.820000E-06,+603.278934948E-03
-1.817500E-06,+603.278934956E-03
-1.815000E-06,+603.278934963E-03
-1.812500E-06,+603.278934956E-03
-1.810000E-06,+603.278934956E-03
-1.807500E-06,+603.278934956E-03
-1.805000E-06,+603.278934956E-03
-1.802500E-06,+1.150012612328E+00
-1.800000E-06,+603.278934956E-03
-1.797500E-06,+603.278934963E-03
-1.795000E-06,+603.278934956E-03
-1.792500E-06,+56.545257568E-03
-1.790000E-06,+603.278934956E-03
-1.787500E-06,+603.278934956E-03
-1.785000E-06,+56.545257576E-03
-1.782500E-06,+603.278934948E-03
-1.780000E-06,+603.278934956E-03
-1.777500E-06,+603.278934956E-03
-1.775000E-06,+603.278934956E-03
-1.772500E-06,+603.278934956E-03
-1.770000E-06,+603.278934948E-03
-1.767500E-06,+603.278934956E-03
-1.765000E-06,+603.278934963E-03
-1.762500E-06,+603.278934948E-03
-1.760000E-06,+603.278934956E-03
-1.757500E-06,+56.545257576E-03
-1.755000E-06,+603.278934964E-03
-1.752500E-06,+603.278934956E-03
-1.750000E-06,+56.545257576E-03
-1.747500E-06,+603.278934956E-03
-1.745000E-06,+1.150012612335E+00
-1.742500E-06,+603.278934956E-03
-1.740000E-06,+603.278934956E-03
-1.737500E-06,+603.278934956E-03
-1.735000E-06,+603.278934948E-03
-1.732500E-06,+603.278934956E-03
-1.730000E-06,+603.278934956E-03
-1.727500E-06,+603.278934956E-03
-1.725000E-06,+603.278934964E-03
-1.722500E-06,+603.278934956E-03
-1.720000E-06,+603.278934956E-03
-1.717500E-06,+603.278934956E-03
-1.715000E-06,+603.278934956E-03
-1.712500E-06,+603.278934956E-03
-1.710000E-06,+603.278934956E-03
-1.707500E-06,+603.278934947E-03
-1.705000E-06,+56.545257568E-03
-1.702500E-06,+603.278934947E-03
-1.700000E-06,+603.278934956E-03
-1.697500E-06,+603.278934956E-03
-1.695000E-06,+603.278934956E-03
-1.692500E-06,+56.545257568E-03
-1.690000E-06,+603.278934947E-03
-1.687500E-06,+603.278934947E-03
-1.685000E-06,+603.278934964E-03
-1.682500E-06,+603.278934956E-03
-1.680000E-06,+603.278934947E-03
-1.677500E-06,+56.545257568E-03
-1.675000E-06,+56.545257568E-03
-1.672500E-06,+603.278934956E-03
-1.670000E-06,+603.278934947E-03
-1.667500E-06,+603.278934956E-03
-1.665000E-06,+1.150012612334E+00
-1.662500E-06,+603.278934956E-03
-1.660000E-06,+603.278934947E-03
-1.657500E-06,+56.545257568E-03
-1.655000E-06,+603.278934956E-03
-1.652500E-06,+603.278934947E-03
-1.650000E-06,+603.278934947E-03
-1.647500E-06,+603.278934956E-03
-1.645000E-06,+603.278934947E-03
-1.642500E-06,+1.150012612334E+00
-1.640000E-06,+603.278934956E-03
-1.637500E-06,+1.150012612334E+00
-1.635000E-06,+603.278934965E-03
-1.632500E-06,+56.545257578E-03
-1.630000E-06,+1.150012612324E+00
-1.627500E-06,+603.278934956E-03
-1.625000E-06,+603.278934946E-03
-1.622500E-06,+603.278934956E-03
-1.620000E-06,+603.278934956E-03
-1.617500E-06,+603.278934956E-03
-1.615000E-06,+603.278934956E-03
-1.612500E-06,+603.278934956E-03
-1.610000E-06,+56.545257578E-03
-1.607500E-06,+603.278934965E-03
-1.605000E-06,+56.545257578E-03
-1.602500E-06,+56.545257578E-03
-1.600000E-06,+603.278934946E-03
-1.597500E-06,+603.278934946E-03
-1.595000E-06,+56.545257578E-03
-1.592500E-06,+603.278934965E-03
-1.590000E-06,+603.278934956E-03
-1.587500E-06,+56.545257578E-03
-1.585000E-06,+56.545257568E-03
-1.582500E-06,+603.278934956E-03
-1.580000E-06,+603.278934956E-03
-1.577500E-06,+56.545257578E-03
-1.575000E-06,+56.545257578E-03
-1.572500E-06,+603.278934946E-03
-1.570000E-06,+603.278934956E-03
-1.567500E-06,+56.545257578E-03
-1.565000E-06,+603.278934965E-03
-1.562500E-06,+603.278934946E-03
-1.560000E-06,+603.278934946E-03
-1.557500E-06,+1.150012612323E+00
-1.555000E-06,+603.278934956E-03
-1.552500E-06,+603.278934966E-03
-1.550000E-06,+56.545257578E-03
-1.547500E-06,+56.545257578E-03
-1.545000E-06,+56.545257578E-03
-1.542500E-06,+56.545257578E-03
-1.540000E-06,+603.278934956E-03
-1.537500E-06,+603.278934956E-03
-1.535000E-06,+603.278934956E-03
-1.532500E-06,+603.278934956E-03
-1.530000E-06,+56.545257568E-03
-1.527500E-06,+603.278934956E-03
-1.525000E-06,+603.278934966E-03
-1.522500E-06,+603.278934945E-03
-1.520000E-06,+56.545257568E-03
-1.517500E-06,+603.278934966E-03
-1.515000E-06,+56.545257579E-03
-1.512500E-06,+56.545257568E-03
-1.510000E-06,+603.278934956E-03
-1.507500E-06,+603.278934956E-03
-1.505000E-06,+56.545257579E-03
-1.502500E-06,+603.278934945E-03
-1.500000E-06,+603.278934956E-03
-1.497500E-06,+603.278934956E-03
-1.495000E-06,+1.150012612332E+00
-1.492500E-06,+603.278934945E-03
-1.490000E-06,+603.278934956E-03
-1.487500E-06,+603.278934956E-03
-1.485000E-06,+56.545257579E-03
-1.482500E-06,+603.278934945E-03
-1.480000E-06,+603.278934956E-03
-1.477500E-06,+1.150012612332E+00
-1.475000E-06,+56.545257579E-03
-1.472500E-06,+56.545257568E-03
-1.470000E-06,+56.545257579E-03
-1.467500E-06,+603.278934956E-03
-1.465000E-06,+56.545257568E-03
-1.462500E-06,+603.278934956E-03
-1.460000E-06,+56.545257568E-03
-1.457500E-06,+603.278934956E-03
-1.455000E-06,+603.278934956E-03
-1.452500E-06,+56.545257568E-03
-1.450000E-06,+603.278934956E-03
-1.447500E-06,+1.150012612332E+00
-1.445000E-06,+603.278934956E-03
-1.442500E-06,+1.150012612332E+00
-1.440000E-06,+603.278934944E-03
-1.437500E-06,+1.150012612332E+00
-1.435000E-06,+56.545257580E-03
-1.432500E-06,+603.278934956E-03
-1.430000E-06,+603.278934956E-03
-1.427500E-06,+603.278934956E-03
-1.425000E-06,+603.278934944E-03
-1.422500E-06,+603.278934956E-03
-1.420000E-06,+603.278934956E-03
-1.417500E-06,+56.545257580E-03
-1.415000E-06,+603.278934956E-03
-1.412500E-06,+603.278934944E-03
-1.410000E-06,+56.545257568E-03
-1.407500E-06,+603.278934956E-03
-1.405000E-06,+603.278934944E-03
-1.402500E-06,+56.545257568E-03
-1.400000E-06,+603.278934944E-03
-1.397500E-06,+1.150012612331E+00
-1.395000E-06,+56.545257580E-03
-1.392500E-06,+56.545257580E-03
-1.390000E-06,+1.150012612343E+00
-1.387500E-06,+56.545257580E-03
-1.385000E-06,+603.278934956E-03
-1.382500E-06,+603.278934956E-03
-1.380000E-06,+1.150012612343E+00
-1.377500E-06,+1.150012612331E+00
-1.375000E-06,+603.278934956E-03
-1.372500E-06,+603.278934956E-03
-1.370000E-06,+603.278934956E-03
-1.367500E-06,+603.278934956E-03
-1.365000E-06,+56.545257592E-03
-1.362500E-06,+603.278934956E-03
-1.360000E-06,+603.278934956E-03
-1.357500E-06,+1.150012612319E+00
-1.355000E-06,+603.278934956E-03
-1.352500E-06,+603.278934956E-03
-1.350000E-06,+56.545257568E-03
-1.347500E-06,+603.278934956E-03
-1.345000E-06,+603.278934956E-03
-1.342500E-06,+56.545257581E-03
-1.340000E-06,+603.278934956E-03
-1.337500E-06,+56.545257568E-03
-1.335000E-06,+603.278934956E-03
-1.332500E-06,+603.278934943E-03
-1.330000E-06,+603.278934956E-03
-1.327500E-06,+603.278934968E-03
-1.325000E-06,+603.278934956E-03
-1.322500E-06,+603.278934956E-03
-1.320000E-06,+603.278934943E-03
-1.317500E-06,+56.545257581E-03
-1.315000E-06,+603.278934956E-03
-1.312500E-06,+56.545257568E-03
-1.310000E-06,+603.278934956E-03
-1.307500E-06,+1.150012612330E+00
-1.305000E-06,+56.545257581E-03
-1.302500E-06,+1.150012612330E+00
-1.300000E-06,+603.278934956E-03
-1.297500E-06,+603.278934956E-03
-1.295000E-06,+603.278934956E-03
-1.292500E-06,+603.278934956E-03
-1.290000E-06,+603.278934956E-03
-1.287500E-06,+56.545257581E-03
-1.285000E-06,+56.545257568E-03
-1.282500E-06,+603.278934943E-03
-1.280000E-06,+603.278934956E-03
-1.277500E-06,+603.278934943E-03
-1.275000E-06,+56.545257581E-03
-1.272500E-06,+56.545257568E-03
-1.270000E-06,+56.545257581E-03
-1.267500E-06,+603.278934956E-03
-1.265000E-06,+603.278934956E-03
-1.262500E-06,+603.278934956E-03
-1.260000E-06,+603.278934943E-03
-1.257500E-06,+603.278934956E-03
-1.255000E-06,+56.545257581E-03
-1.252500E-06,+56.545257581E-03
-1.250000E-06,+56.545257568E-03
-1.247500E-06,+603.278934956E-03
-1.245000E-06,+603.278934942E-03
-1.242500E-06,+56.545257568E-03
-1.240000E-06,+603.278934956E-03
-1.237500E-06,+603.278934956E-03
-1.235000E-06,+603.278934956E-03
-1.232500E-06,+56.545257568E-03
-1.230000E-06,+603.278934956E-03
-1.227500E-06,+56.545257582E-03
-1.225000E-06,+603.278934956E-03
-1.222500E-06,+56.545257582E-03
-1.220000E-06,+603.278934956E-03
-1.217500E-06,+603.278934956E-03
-1.215000E-06,+56.545257582E-03
-1.212500E-06,+603.278934942E-03
-1.210000E-06,+603.278934956E-03
-1.207500E-06,+56.545257568E-03
-1.205000E-06,+56.545257582E-03
-1.202500E-06,+603.278934956E-03
-1.200000E-06,+603.278934942E-03
-1.197500E-06,+603.278934956E-03
-1.195000E-06,+56.545257568E-03
-1.192500E-06,+1.150012612329E+00
-1.190000E-06,+603.278934956E-03
-1.187500E-06,+603.278934956E-03
-1.185000E-06,+603.278934956E-03
-1.182500E-06,+603.278934956E-03
-1.180000E-06,+56.545257582E-03
-1.177500E-06,+603.278934956E-03
-1.175000E-06,+603.278934956E-03
-1.172500E-06,+603.278934956E-03
-1.170000E-06,+603.278934942E-03
-1.167500E-06,+56.545257582E-03
-1.165000E-06,+603.278934970E-03
-1.162500E-06,+603.278934942E-03
-1.160000E-06,+603.278934942E-03
-1.157500E-06,+1.150012612329E+00
-1.155000E-06,+603.278934956E-03
-1.152500E-06,+56.545257568E-03
-1.150000E-06,+603.278934956E-03
-1.147500E-06,+56.545257583E-03
-1.145000E-06,+603.278934956E-03
-1.142500E-06,+603.278934941E-03
-1.140000E-06,+56.545257568E-03
-1.137500E-06,+56.545257583E-03
-1.135000E-06,+56.545257568E-03
-1.132500E-06,+603.278934956E-03
-1.130000E-06,+603.278934941E-03
-1.127500E-06,+603.278934956E-03
-1.125000E-06,+603.278934956E-03
-1.122500E-06,+603.278934941E-03
-1.120000E-06,+603.278934941E-03
-1.117500E-06,+603.278934956E-03
-1.115000E-06,+56.545257583E-03
-1.112500E-06,+603.278934941E-03
-1.110000E-06,+603.278934956E-03
-1.107500E-06,+603.278934941E-03
-1.105000E-06,+1.150012612328E+00
-1.102500E-06,+56.545257568E-03
-1.100000E-06,+603.278934956E-03
-1.097500E-06,+603.278934956E-03
-1.095000E-06,+603.278934956E-03
-1.092500E-06,+603.278934941E-03
-1.090000E-06,+603.278934941E-03
-1.087500E-06,+603.278934941E-03
-1.085000E-06,+603.278934970E-03
-1.082500E-06,+56.545257583E-03
-1.080000E-06,+603.278934941E-03
-1.077500E-06,+56.545257568E-03
-1.075000E-06,+603.278934956E-03
-1.072500E-06,+603.278934956E-03
-1.070000E-06,+56.545257568E-03
-1.067500E-06,+603.278934956E-03
-1.065000E-06,+603.278934956E-03
-1.062500E-06,+603.278934956E-03
-1.060000E-06,+603.278934956E-03
-1.057500E-06,+603.278934956E-03
-1.055000E-06,+56.545257568E-03
-1.052500E-06,+56.545257568E-03
-1.050000E-06,+603.278934971E-03
-1.047500E-06,+603.278934956E-03
-1.045000E-06,+56.545257584E-03
-1.042500E-06,+603.278934940E-03
-1.040000E-06,+603.278934940E-03
-1.037500E-06,+603.278934956E-03
-1.035000E-06,+56.545257584E-03
-1.032500E-06,+603.278934940E-03
-1.030000E-06,+603.278934956E-03
-1.027500E-06,+603.278934956E-03
-1.025000E-06,+603.278934956E-03
-1.022500E-06,+603.278934956E-03
-1.020000E-06,+603.278934956E-03
-1.017500E-06,+603.278934956E-03
-1.015000E-06,+56.545257584E-03
-1.012500E-06,+603.278934956E-03
-1.010000E-06,+603.278934956E-03
-1.007500E-06,+56.545257568E-03
-1.005000E-06,+56.545257584E-03
-1.002500E-06,+56.545257568E-03
-1.000000E-06,+603.278934956E-03
-997.500E-09,+1.150012612327E+00
-995.000E-09,+603.278934956E-03
-992.500E-09,+56.545257568E-03
-990.000E-09,+56.545257584E-03
-987.500E-09,+56.545257584E-03
-985.000E-09,+56.545257568E-03
-982.500E-09,+603.278934956E-03
-980.000E-09,+603.278934940E-03
-977.500E-09,+603.278934956E-03
-975.000E-09,+603.278934956E-03
-972.500E-09,+56.545257584E-03
-970.000E-09,+603.278934956E-03
-967.500E-09,+603.278934972E-03
-965.000E-09,+603.278934972E-03
-962.500E-09,+603.278934956E-03
-960.000E-09,+603.278934956E-03
-957.500E-09,+1.150012612327E+00
-955.000E-09,+603.278934956E-03
-952.500E-09,+603.278934956E-03
-950.000E-09,+56.545257568E-03
-947.500E-09,+603.278934956E-03
-945.000E-09,+56.545257568E-03
-942.500E-09,+603.278934956E-03
-940.000E-09,+603.278934956E-03
-937.500E-09,+56.545257585E-03
-935.000E-09,+603.278934956E-03
-932.500E-09,+603.278934956E-03
-930.000E-09,+603.278934939E-03
-927.500E-09,+603.278934972E-03
-925.000E-09,+603.278934972E-03
-922.500E-09,+56.545257568E-03
-920.000E-09,+603.278934956E-03
-917.500E-09,+603.278934939E-03
-915.000E-09,+56.545257585E-03
-912.500E-09,+603.278934956E-03
-910.000E-09,+56.545257568E-03
-907.500E-09,+603.278934956E-03
-905.000E-09,+603.278934956E-03
-902.500E-09,+603.278934956E-03
-900.000E-09,+603.278934956E-03
-897.500E-09,+56.545257585E-03
-895.000E-09,+603.278934956E-03
-892.500E-09,+56.545257568E-03
-890.000E-09,+603.278934956E-03
-887.500E-09,+603.278934956E-03
-885.000E-09,+603.278934973E-03
-882.500E-09,+603.278934956E-03
-880.000E-09,+603.278934956E-03
-877.500E-09,+1.150012612326E+00
-875.000E-09,+603.278934956E-03
-872.500E-09,+603.278934956E-03
-870.000E-09,+603.278934956E-03
-867.500E-09,+603.278934956E-03
-865.000E-09,+603.278934939E-03
-862.500E-09,+603.278934956E-03
-860.000E-09,+603.278934956E-03
-857.500E-09,+603.278934956E-03
-855.000E-09,+603.278934956E-03
-852.500E-09,+603.278934956E-03
-850.000E-09,+603.278934956E-03
-847.500E-09,+603.278934956E-03
-845.000E-09,+603.278934938E-03
-842.500E-09,+603.278934938E-03
-840.000E-09,+603.278934938E-03
-837.500E-09,+1.150012612308E+00
-835.000E-09,+603.278934956E-03
-832.500E-09,+603.278934973E-03
-830.000E-09,+603.278934956E-03
-827.500E-09,+603.278934956E-03
-825.000E-09,+1.150012612343E+00
-822.500E-09,+603.278934956E-03
-820.000E-09,+1.150012612325E+00
-817.500E-09,+603.278934956E-03
-815.000E-09,+56.545257586E-03
-812.500E-09,+603.278934956E-03
-810.000E-09,+56.545257586E-03
-807.500E-09,+603.278934956E-03
-805.000E-09,+603.278934956E-03
-802.500E-09,+1.150012612308E+00
-800.000E-09,+603.278934956E-03
-797.500E-09,+603.278934956E-03
-795.000E-09,+56.545257586E-03
-792.500E-09,+603.278934956E-03
